archive,measures,problem,RI
UEA_downsampled,PAM_TWE_D,ERing,0.9499219620958752
UEA_downsampled,PAM_TWE_D,FingerMovements,0.4987951807228915
UEA_downsampled,PAM_TWE_D,HandMovementDirection,0.2638934741939033
UEA_downsampled,PAM_TWE_D,Handwriting,0.9346539704966124
UEA_downsampled,PAM_TWE_D,Heartbeat,0.5174744714511722
UEA_downsampled,PAM_TWE_D,JapaneseVowels,0.8370530125195618
UEA_downsampled,PAM_TWE_D,Libras,0.9048266790467346
UEA_downsampled,PAM_TWE_D,LSST,0.1903924724526433
UEA_downsampled,PAM_TWE_D,MotorImagery,0.4986877745498435
UEA_downsampled,PAM_TWE_D,NATOPS,0.9036861652739092
UEA_downsampled,PAM_TWE_D,PenDigits,0.931967319624468
UEA_downsampled,PAM_TWE_D,PEMS-SF,0.7811141022986126
UEA_downsampled,PAM_TWE_D,PhonemeSpectra,0.9386532748297456
UEA_downsampled,PAM_TWE_D,RacketSports,0.4521452145214521
UEA_downsampled,PAM_TWE_D,SelfRegulationSCP1,0.5334988540870895
UEA_downsampled,PAM_TWE_D,SelfRegulationSCP2,0.4993611998333565
UEA_downsampled,PAM_TWE_D,SpokenArabicDigits,0.8991256334132659
UEA_downsampled,PAM_TWE_D,StandWalkJump,0.4558404558404557
UEA_downsampled,PAM_TWE_D,UWaveGestureLibrary,0.9250207082211638
UEA_downsampled,PAM_TWE_D,EigenWorms,0.3119331956541259
